GameID,Season,GameDate,Status,AwayTeamID,AwayTeamScore,AwayTeamRecordWins,AwayTeamRecordLosses,AwayTeamRecordPct,HomeTeamID,HomeTeamScore,HomeTeamRecordWins,HomeTeamRecordLosses,HomeTeamRecordPct,VenueID,DayNight,GamesInSeries,SeriesGameNumber,SeriesDescription
530048,2018,5/16/2018 9:05,Final,143,4,24,16,0.6,110,1,13,29,0.6,2,day,1,1,Regular Season
530040,2018,5/16/2018 9:35,Final,145,2,10,29,0.256,134,3,25,17,0.256,31,day,2,2,Regular Season
530042,2018,5/16/2018 10:10,Final,114,6,21,21,0.5,116,0,19,23,0.5,2394,day,3,3,Regular Season
530049,2018,5/16/2018 10:10,Final,138,7,23,17,0.575,142,5,18,21,0.575,3312,day,2,2,Regular Season
530052,2018,5/16/2018 10:10,Final,141,12,22,21,0.512,121,1,20,19,0.512,3289,day,2,2,Regular Season
530050,2018,5/16/2018 11:15,Final,139,5,19,22,0.463,118,3,13,30,0.463,7,day,3,3,Regular Season
530045,2018,5/16/2018 12:40,Final,158,8,26,18,0.591,109,2,25,18,0.591,15,day,3,3,Regular Season
530051,2018,5/16/2018 12:40,Final,140,5,17,27,0.386,136,1,24,18,0.386,680,day,2,2,Regular Season
530041,2018,5/16/2018 12:45,Final,113,6,15,29,0.341,137,3,22,22,0.341,2395,day,3,3,Regular Season
530044,2018,5/16/2018 16:10,Final,119,5,16,26,0.381,146,6,16,26,0.381,4169,night,3,2,Regular Season
530047,2018,5/16/2018 16:10,Final,133,4,21,22,0.488,111,6,29,14,0.488,3,night,3,3,Regular Season
530039,2018,5/16/2018 16:35,Final,112,1,22,18,0.55,144,4,26,16,0.55,4705,night,3,3,Regular Season
530043,2018,5/16/2018 18:40,Final,117,2,28,17,0.622,108,0,25,18,0.622,1,night,3,3,Regular Season
530056,2018,5/17/2018 9:10,Final,119,7,17,26,0.395,146,0,16,27,0.395,4169,day,3,3,Regular Season
530059,2018,5/17/2018 16:05,Final,135,4,17,28,0.378,134,5,26,17,0.378,31,night,4,1,Regular Season
530057,2018,5/17/2018 16:07,Final,133,10,22,22,0.5,141,5,22,22,0.5,14,night,4,1,Regular Season
529642,2018,5/17/2018 16:10,Final,110,2,13,30,0.302,111,6,30,14,0.302,3,night,4,1,Regular Season
530058,2018,5/17/2018 16:15,Final,143,6,25,16,0.61,138,2,23,18,0.61,2889,night,4,1,Regular Season
530061,2018,5/17/2018 17:10,Final,140,2,17,28,0.378,145,4,11,29,0.378,4,night,4,1,Regular Season
530060,2018,5/17/2018 19:07,Final,139,7,20,22,0.476,108,1,25,19,0.476,1,night,4,1,Regular Season
530055,2018,5/17/2018 19:10,Final,116,3,20,23,0.465,136,2,24,19,0.465,680,night,4,1,Regular Season
530054,2018,5/17/2018 19:15,Final,115,5,24,20,0.545,137,3,22,23,0.545,2395,night,4,1,Regular Season
530074,2018,5/18/2018 16:05,Final,135,3,18,28,0.391,134,2,26,18,0.391,31,night,4,2,Regular Season
530072,2018,5/18/2018 16:07,Final,133,3,23,22,0.511,141,1,22,23,0.511,14,night,4,2,Regular Season
530062,2018,5/18/2018 16:10,Final,109,1,25,19,0.568,121,3,21,19,0.568,3289,night,3,1,Regular Season
530063,2018,5/18/2018 16:10,Final,110,7,14,30,0.318,111,4,30,15,0.318,3,night,4,2,Regular Season
530064,2018,5/18/2018 16:10,Final,112,8,23,18,0.561,113,1,15,30,0.561,2602,night,4,1,Regular Season
530069,2018,5/18/2018 16:35,Final,146,2,17,27,0.386,144,0,26,17,0.386,4705,night,3,1,Regular Season
530065,2018,5/18/2018 17:10,Final,114,1,21,22,0.488,117,4,29,17,0.488,2392,night,3,1,Regular Season
530070,2018,5/18/2018 17:10,Final,158,8,27,18,0.6,142,3,18,22,0.6,3312,night,3,1,Regular Season
530076,2018,5/18/2018 17:10,Final,140,12,18,28,0.391,145,5,11,30,0.391,4,night,4,2,Regular Season
530071,2018,5/18/2018 17:15,Final,147,2,28,14,0.667,118,5,14,30,0.667,7,night,3,1,Regular Season
530073,2018,5/18/2018 17:15,Final,143,4,25,17,0.595,138,12,24,18,0.595,2889,night,4,2,Regular Season
530075,2018,5/18/2018 19:07,Final,139,8,21,22,0.488,108,3,25,20,0.488,1,night,4,2,Regular Season
530067,2018,5/18/2018 19:10,Final,116,4,20,24,0.455,136,5,25,19,0.455,680,night,4,2,Regular Season
530066,2018,5/18/2018 19:15,Final,115,6,25,20,0.556,137,1,22,24,0.556,2395,night,4,2,Regular Season
529473,2018,5/19/2018 10:10,Final,112,4,23,19,0.548,113,5,16,30,0.548,2602,day,4,2,Regular Season
530079,2018,5/19/2018 16:10,Final,112,10,24,19,0.558,113,0,16,31,0.558,2602,night,4,3,Regular Season
530068,2018,5/19/2018 11:05,Final,119,4,18,26,0.409,120,1,25,19,0.409,3309,day,3,1,Regular Season
530083,2018,5/19/2018 17:05,Final,119,5,19,26,0.422,120,4,25,20,0.422,3309,night,3,2,Regular Season
530087,2018,5/19/2018 10:07,Final,133,5,24,22,0.522,141,4,22,24,0.522,14,day,4,3,Regular Season
530088,2018,5/19/2018 11:15,Final,143,7,26,17,0.605,138,6,24,19,0.605,2889,day,4,3,Regular Season
530081,2018,5/19/2018 13:05,Final,115,4,25,21,0.543,137,9,23,24,0.543,2395,day,4,3,Regular Season
530080,2018,5/19/2018 13:10,Final,114,5,22,22,0.5,117,4,29,18,0.5,2392,day,3,2,Regular Season
530089,2018,5/19/2018 16:05,Final,135,6,19,28,0.404,134,2,26,19,0.404,31,night,4,3,Regular Season
530077,2018,5/19/2018 16:10,Final,109,4,25,20,0.556,121,5,22,19,0.556,3289,night,3,2,Regular Season
530078,2018,5/19/2018 16:10,Final,110,3,14,31,0.311,111,6,31,15,0.311,3,night,4,3,Regular Season
530084,2018,5/19/2018 16:10,Final,146,1,17,28,0.378,144,8,27,17,0.378,4705,night,3,2,Regular Season
530085,2018,5/19/2018 16:10,Final,158,5,28,18,0.609,142,4,18,23,0.609,3312,night,3,2,Regular Season
530091,2018,5/19/2018 16:10,Final,140,3,18,29,0.383,145,5,12,30,0.383,4,night,4,3,Regular Season
530086,2018,5/19/2018 16:15,Final,147,8,29,14,0.674,118,3,14,31,0.674,7,night,3,2,Regular Season
530090,2018,5/19/2018 18:07,Final,139,5,22,22,0.5,108,3,25,21,0.5,1,night,4,3,Regular Season
530082,2018,5/19/2018 18:10,Final,116,2,20,25,0.444,136,7,26,19,0.444,680,night,4,3,Regular Season
530093,2018,5/20/2018 10:05,Final,110,0,14,32,0.304,111,5,32,15,0.304,3,day,4,4,Regular Season
530102,2018,5/20/2018 10:07,Final,133,9,25,22,0.532,141,2,22,25,0.532,14,day,4,4,Regular Season
530092,2018,5/20/2018 10:10,Final,109,1,25,21,0.543,121,4,23,19,0.543,3289,day,3,3,Regular Season
530094,2018,5/20/2018 10:10,Final,112,6,25,19,0.568,113,1,16,32,0.568,2602,day,4,4,Regular Season
530098,2018,5/20/2018 10:35,Final,119,7,20,26,0.435,120,2,25,21,0.435,3309,day,3,3,Regular Season
530099,2018,5/20/2018 10:35,Final,146,9,17,29,0.37,144,10,28,17,0.37,4705,day,3,3,Regular Season
530104,2018,5/20/2018 10:35,Final,135,8,20,28,0.417,134,5,26,20,0.417,31,day,4,4,Regular Season
530100,2018,5/20/2018 11:10,Final,158,1,28,19,0.596,142,3,19,23,0.596,3312,day,3,3,Regular Season
530106,2018,5/20/2018 11:10,Final,140,0,18,30,0.375,145,3,13,30,0.375,4,day,4,4,Regular Season
530101,2018,5/20/2018 11:15,Final,147,10,30,14,0.682,118,1,14,32,0.682,7,day,3,3,Regular Season
530103,2018,5/20/2018 11:15,Final,143,1,26,18,0.591,138,5,25,19,0.591,2889,day,4,4,Regular Season
530096,2018,5/20/2018 13:05,Final,115,5,25,22,0.532,137,9,24,24,0.532,2395,day,4,4,Regular Season
530105,2018,5/20/2018 13:07,Final,139,2,22,23,0.489,108,5,26,21,0.489,1,day,4,4,Regular Season
530097,2018,5/20/2018 13:10,Final,116,2,20,26,0.435,136,3,27,19,0.435,680,day,4,4,Regular Season
530095,2018,5/20/2018 17:08,Final,114,1,22,23,0.489,117,3,30,18,0.489,2392,night,3,3,Regular Season
530108,2018,5/21/2018 16:05,Final,144,0,28,18,0.609,143,3,27,18,0.609,2681,night,3,1,Regular Season
530115,2018,5/21/2018 16:05,Final,135,2,20,29,0.408,120,10,26,21,0.408,3309,night,3,1,Regular Season
530113,2018,5/21/2018 16:10,Final,146,0,17,30,0.362,121,2,24,19,0.362,3289,night,3,1,Regular Season
530107,2018,5/21/2018 16:40,Final,109,2,25,22,0.532,158,4,29,19,0.532,32,night,3,1,Regular Season
530114,2018,5/21/2018 17:05,Final,147,10,31,14,0.689,140,5,18,31,0.689,13,night,3,1,Regular Season
530109,2018,5/21/2018 17:10,Final,110,3,15,32,0.319,145,2,13,31,0.319,4,night,4,1,Regular Season
530111,2018,5/21/2018 17:10,Final,116,2,20,27,0.426,142,4,20,23,0.426,3312,night,3,1,Regular Season
530112,2018,5/21/2018 17:15,Final,118,0,14,33,0.298,138,6,26,19,0.298,2889,night,3,1,Regular Season
530110,2018,5/21/2018 19:10,Final,115,2,26,22,0.542,119,1,20,27,0.542,22,night,3,1,Regular Season
530117,2018,5/22/2018 16:05,Final,144,3,29,18,0.617,143,1,27,19,0.617,2681,night,3,2,Regular Season
530120,2018,5/22/2018 16:05,Final,114,10,23,23,0.5,112,1,25,20,0.5,17,night,2,1,Regular Season
530128,2018,5/22/2018 16:05,Final,135,1,20,30,0.4,120,2,27,21,0.4,3309,night,3,2,Regular Season
530124,2018,5/22/2018 16:07,Final,108,3,26,22,0.542,141,5,23,25,0.542,14,night,3,1,Regular Season
530119,2018,5/22/2018 16:10,Final,111,4,33,15,0.688,139,2,22,24,0.688,12,night,3,1,Regular Season
530125,2018,5/22/2018 16:10,Final,146,5,18,30,0.375,121,1,24,20,0.375,3289,night,3,2,Regular Season
530127,2018,5/22/2018 16:10,Final,134,2,26,21,0.553,113,7,17,32,0.553,2602,night,3,1,Regular Season
530116,2018,5/22/2018 16:40,Final,109,0,25,23,0.521,158,1,30,19,0.521,32,night,3,2,Regular Season
530126,2018,5/22/2018 17:05,Final,147,4,31,15,0.674,140,6,19,31,0.674,13,night,3,2,Regular Season
530118,2018,5/22/2018 17:10,Final,110,2,15,33,0.313,145,3,14,31,0.313,4,night,4,2,Regular Season
530122,2018,5/22/2018 17:10,Final,116,0,20,28,0.417,142,6,21,23,0.417,3312,night,3,2,Regular Season
530129,2018,5/22/2018 17:10,Final,137,2,24,25,0.49,117,11,31,18,0.49,2392,night,2,1,Regular Season
530123,2018,5/22/2018 17:15,Final,118,5,15,33,0.313,138,1,26,20,0.313,2889,night,3,2,Regular Season
530130,2018,5/22/2018 19:05,Final,136,3,28,19,0.596,133,2,25,23,0.596,10,night,3,1,Regular Season
530121,2018,5/22/2018 19:10,Final,115,3,26,23,0.531,119,5,21,27,0.531,22,night,3,2,Regular Season
530131,2018,5/23/2018 10:10,Final,109,2,25,24,0.51,158,9,31,19,0.51,32,day,3,3,Regular Season
530137,2018,5/23/2018 10:10,Final,116,4,21,28,0.429,142,1,21,24,0.429,3312,day,3,3,Regular Season
530138,2018,5/23/2018 10:15,Final,118,5,16,33,0.327,138,2,26,21,0.327,2889,day,3,3,Regular Season
530144,2018,5/23/2018 11:10,Final,137,1,24,26,0.48,117,4,32,18,0.48,2392,day,2,2,Regular Season
530143,2018,5/23/2018 13:05,Final,135,3,21,30,0.412,120,1,27,22,0.412,3309,day,3,3,Regular Season
530132,2018,5/23/2018 16:05,Final,144,0,29,19,0.604,143,4,28,19,0.604,2681,night,3,3,Regular Season
530141,2018,5/23/2018 16:05,Final,147,10,31,16,0.66,140,12,20,31,0.66,13,night,3,3,Regular Season
530139,2018,5/23/2018 16:07,Final,108,5,27,22,0.551,141,4,23,26,0.551,14,night,3,2,Regular Season
530134,2018,5/23/2018 16:10,Final,111,4,34,15,0.694,139,1,22,25,0.694,12,night,3,2,Regular Season
530140,2018,5/23/2018 16:10,Final,146,2,19,30,0.388,121,1,24,21,0.388,3289,night,3,3,Regular Season
530142,2018,5/23/2018 16:10,Final,134,5,27,21,0.563,113,4,17,33,0.563,2602,night,3,2,Regular Season
530135,2018,5/23/2018 17:05,Final,114,1,24,23,0.511,112,0,25,21,0.511,17,night,2,2,Regular Season
530133,2018,5/23/2018 17:10,Final,110,1,15,34,0.306,145,11,15,31,0.306,4,night,4,3,Regular Season
530145,2018,5/23/2018 19:05,Final,136,1,29,19,0.604,133,0,25,24,0.604,10,night,3,2,Regular Season
530136,2018,5/23/2018 19:10,Final,115,0,26,24,0.52,119,3,22,27,0.52,22,night,3,3,Regular Season
530152,2018,5/24/2018 9:35,Final,134,4,27,22,0.551,113,5,18,33,0.551,2602,day,3,3,Regular Season
530150,2018,5/24/2018 9:37,Final,108,8,28,22,0.56,141,1,23,27,0.56,14,day,3,3,Regular Season
530146,2018,5/24/2018 11:10,Final,110,9,16,34,0.32,145,3,15,32,0.32,4,day,4,4,Regular Season
530153,2018,5/24/2018 12:35,Final,136,3,29,20,0.592,133,4,26,24,0.592,10,day,3,3,Regular Season
530148,2018,5/24/2018 15:10,Final,117,8,33,18,0.647,114,2,24,24,0.647,5,night,4,1,Regular Season
530147,2018,5/24/2018 16:10,Final,111,3,34,16,0.68,139,6,23,25,0.68,12,night,3,3,Regular Season
530149,2018,5/24/2018 17:05,Final,118,8,17,33,0.34,140,2,20,32,0.34,13,night,4,1,Regular Season
530151,2018,5/24/2018 17:10,Final,121,5,25,21,0.543,158,0,31,20,0.543,32,night,4,1,Regular Season
530165,2018,5/25/2018 11:20,Final,137,2,24,27,0.471,112,6,26,21,0.471,17,day,3,1,Regular Season
530161,2018,5/25/2018 16:05,Final,108,1,28,23,0.549,147,2,32,16,0.549,3313,night,3,1,Regular Season
530166,2018,5/25/2018 16:05,Final,138,1,26,22,0.542,134,8,28,22,0.542,31,night,3,1,Regular Season
530167,2018,5/25/2018 16:05,Final,141,6,24,27,0.471,143,5,28,20,0.471,2681,night,3,1,Regular Season
530155,2018,5/25/2018 16:10,Final,144,2,29,20,0.592,111,6,35,16,0.592,3,night,3,1,Regular Season
530156,2018,5/25/2018 16:10,Final,110,2,17,34,0.333,139,0,23,26,0.333,12,night,3,1,Regular Season
530157,2018,5/25/2018 16:10,Final,145,4,15,33,0.313,116,5,22,28,0.313,2394,night,3,1,Regular Season
530159,2018,5/25/2018 16:10,Final,117,11,34,18,0.654,114,2,24,25,0.654,5,night,4,2,Regular Season
530168,2018,5/25/2018 16:10,Final,120,9,28,22,0.56,146,5,19,31,0.56,4169,night,3,1,Regular Season
530160,2018,5/25/2018 17:05,Final,118,4,17,34,0.333,140,8,21,32,0.333,13,night,4,2,Regular Season
530163,2018,5/25/2018 17:10,Final,121,3,25,22,0.532,158,4,32,20,0.532,32,night,4,2,Regular Season
530158,2018,5/25/2018 17:40,Final,113,4,18,34,0.346,115,5,27,24,0.346,19,night,3,1,Regular Season
530154,2018,5/25/2018 18:35,Final,109,7,26,24,0.52,133,1,26,25,0.52,10,night,3,1,Regular Season
530162,2018,5/25/2018 19:10,Final,142,1,21,25,0.457,136,2,30,20,0.457,680,night,3,1,Regular Season
530164,2018,5/25/2018 19:10,Final,135,1,21,31,0.404,119,4,23,27,0.404,22,night,3,1,Regular Season
530170,2018,5/26/2018 10:05,Final,144,6,29,21,0.58,111,8,36,16,0.58,3,day,3,2,Regular Season
530169,2018,5/26/2018 13:05,Final,109,0,26,25,0.51,133,3,27,25,0.51,10,day,3,2,Regular Season
530175,2018,5/26/2018 13:05,Final,118,3,17,35,0.327,140,4,22,32,0.327,13,day,4,3,Regular Season
530181,2018,5/26/2018 13:05,Final,138,4,27,22,0.551,134,1,28,23,0.551,31,day,3,2,Regular Season
530182,2018,5/26/2018 13:05,Final,141,1,24,28,0.462,143,2,29,20,0.462,2681,day,3,2,Regular Season
530171,2018,5/26/2018 13:10,Final,110,1,17,35,0.327,139,5,24,26,0.327,12,day,3,2,Regular Season
530172,2018,5/26/2018 13:10,Final,145,8,16,33,0.327,116,4,22,29,0.327,2394,day,3,2,Regular Season
530178,2018,5/26/2018 13:10,Final,121,6,25,23,0.521,158,17,33,20,0.521,32,day,4,3,Regular Season
530183,2018,5/26/2018 13:10,Final,120,4,29,22,0.569,146,1,19,32,0.569,4169,day,3,2,Regular Season
530174,2018,5/26/2018 16:15,Final,117,6,34,19,0.642,114,8,25,25,0.642,5,night,4,3,Regular Season
530176,2018,5/26/2018 16:15,Final,108,11,29,23,0.558,147,4,32,17,0.558,3313,night,3,2,Regular Season
530180,2018,5/26/2018 16:15,Final,137,5,25,27,0.481,112,4,26,22,0.481,17,night,3,2,Regular Season
530173,2018,5/26/2018 18:10,Final,113,6,19,34,0.358,115,5,27,25,0.358,19,night,3,2,Regular Season
530177,2018,5/26/2018 19:10,Final,142,3,21,26,0.447,136,4,31,20,0.447,680,night,3,2,Regular Season
530179,2018,5/26/2018 19:10,Final,135,7,22,31,0.415,119,5,23,28,0.415,22,night,3,2,Regular Season
530185,2018,5/27/2018 10:05,Final,144,7,30,21,0.588,111,1,36,17,0.588,3,day,3,3,Regular Season
530191,2018,5/27/2018 10:05,Final,108,1,29,24,0.547,147,3,33,17,0.547,3313,day,3,3,Regular Season
530186,2018,5/27/2018 10:10,Final,110,3,17,36,0.321,139,8,25,26,0.321,12,day,3,3,Regular Season
530187,2018,5/27/2018 10:10,Final,145,2,16,34,0.32,116,3,23,29,0.32,2394,day,3,3,Regular Season
530189,2018,5/27/2018 10:10,Final,117,9,34,20,0.63,114,10,26,25,0.63,5,day,4,4,Regular Season
530198,2018,5/27/2018 10:10,Final,120,5,30,22,0.577,146,2,19,33,0.577,4169,day,3,3,Regular Season
530196,2018,5/27/2018 10:35,Final,138,6,28,22,0.56,134,4,28,24,0.56,31,day,3,3,Regular Season
530197,2018,5/27/2018 10:35,Final,141,5,25,28,0.472,143,3,29,21,0.472,2681,day,3,3,Regular Season
530193,2018,5/27/2018 11:10,Final,121,7,25,24,0.51,158,8,34,20,0.51,32,day,4,4,Regular Season
530190,2018,5/27/2018 12:05,Final,118,5,18,35,0.34,140,3,22,33,0.34,13,day,4,4,Regular Season
530188,2018,5/27/2018 12:10,Final,113,2,19,35,0.352,115,8,28,25,0.352,19,day,3,3,Regular Season
530184,2018,5/27/2018 13:05,Final,109,1,26,26,0.5,133,2,28,25,0.5,10,day,3,3,Regular Season
530192,2018,5/27/2018 13:10,Final,142,1,21,27,0.438,136,3,32,20,0.438,680,day,3,3,Regular Season
530194,2018,5/27/2018 13:10,Final,135,1,22,32,0.407,119,6,24,28,0.407,22,day,3,3,Regular Season
530195,2018,5/27/2018 17:08,Final,137,3,25,28,0.472,112,8,27,22,0.472,17,night,3,3,Regular Season
530206,2018,5/28/2018 10:10,Final,121,3,25,25,0.5,144,4,31,21,0.5,4705,day,4,1,Regular Season
529729,2018,5/28/2018 16:10,Final,121,8,26,25,0.51,144,5,31,22,0.51,4705,night,4,2,Regular Season
530202,2018,5/28/2018 10:05,Final,117,5,35,20,0.636,147,1,33,18,0.636,3313,day,3,1,Regular Season
530212,2018,5/28/2018 10:05,Final,141,3,25,29,0.463,111,8,37,17,0.463,3,day,3,1,Regular Season
530213,2018,5/28/2018 10:05,Final,120,6,31,22,0.585,110,0,17,37,0.585,2,day,3,1,Regular Season
530203,2018,5/28/2018 10:10,Final,108,3,29,25,0.537,116,9,24,29,0.537,2394,day,4,1,Regular Season
530199,2018,5/28/2018 10:35,Final,112,7,28,22,0.56,134,0,28,25,0.56,31,day,3,1,Regular Season
530209,2018,5/28/2018 11:10,Final,138,3,28,23,0.549,158,8,35,20,0.549,32,day,3,1,Regular Season
530210,2018,5/28/2018 13:05,Final,139,1,26,26,0.5,133,0,28,26,0.5,10,day,4,1,Regular Season
530200,2018,5/28/2018 13:10,Final,145,6,16,35,0.314,114,9,27,25,0.314,5,day,3,1,Regular Season
530201,2018,5/28/2018 13:10,Final,113,5,19,36,0.345,109,12,27,26,0.345,15,day,3,1,Regular Season
530204,2018,5/28/2018 13:10,Final,146,7,20,33,0.377,135,2,22,33,0.377,2680,day,4,1,Regular Season
530211,2018,5/28/2018 13:10,Final,140,1,22,34,0.393,136,2,33,20,0.393,680,day,4,1,Regular Season
530208,2018,5/28/2018 16:10,Final,137,5,25,29,0.463,115,6,29,25,0.463,19,night,3,1,Regular Season
530205,2018,5/28/2018 16:15,Final,142,8,22,27,0.449,118,5,18,36,0.449,7,night,3,1,Regular Season
530207,2018,5/28/2018 17:10,Final,143,4,29,22,0.569,119,5,25,28,0.569,22,night,4,1,Regular Season
530215,2018,5/29/2018 15:10,Final,145,3,16,36,0.308,114,7,28,25,0.308,5,night,3,2,Regular Season
530214,2018,5/29/2018 16:05,Final,112,8,29,22,0.569,134,6,28,26,0.569,31,night,3,2,Regular Season
530217,2018,5/29/2018 16:05,Final,117,5,35,21,0.625,147,6,34,18,0.625,3313,night,3,2,Regular Season
530228,2018,5/29/2018 16:05,Final,120,3,32,22,0.593,110,2,17,38,0.593,2,night,3,2,Regular Season
530218,2018,5/29/2018 16:10,Final,108,9,30,25,0.545,116,2,24,30,0.545,2394,night,4,2,Regular Season
530227,2018,5/29/2018 16:10,Final,141,3,25,30,0.455,111,8,38,17,0.455,3,night,3,2,Regular Season
530221,2018,5/29/2018 16:35,Final,121,6,26,26,0.5,144,7,32,22,0.5,4705,night,4,3,Regular Season
530224,2018,5/29/2018 16:40,Final,138,6,29,23,0.558,158,1,35,21,0.558,32,night,3,2,Regular Season
530220,2018,5/29/2018 17:15,Final,142,1,22,28,0.44,118,2,19,36,0.44,7,night,3,2,Regular Season
530223,2018,5/29/2018 17:40,Final,137,4,25,30,0.455,115,11,30,25,0.455,19,night,3,2,Regular Season
530216,2018,5/29/2018 18:40,Final,113,2,19,37,0.339,109,5,28,26,0.339,15,night,3,2,Regular Season
530225,2018,5/29/2018 19:05,Final,139,4,27,26,0.509,133,3,28,27,0.509,10,night,4,2,Regular Season
530219,2018,5/29/2018 19:10,Final,146,5,20,34,0.37,135,9,23,33,0.37,2680,night,4,2,Regular Season
530222,2018,5/29/2018 19:10,Final,143,6,30,22,0.577,119,1,25,29,0.577,22,night,4,2,Regular Season
530226,2018,5/29/2018 19:10,Final,140,9,23,34,0.404,136,5,33,21,0.404,680,night,4,2,Regular Season
530242,2018,5/30/2018 10:05,Final,141,4,25,31,0.446,111,6,39,17,0.446,3,day,3,3,Regular Season
530230,2018,5/30/2018 10:10,Final,145,1,16,37,0.302,114,9,29,25,0.302,5,day,3,3,Regular Season
530239,2018,5/30/2018 10:10,Final,138,2,29,24,0.547,158,3,36,21,0.547,32,day,3,3,Regular Season
530231,2018,5/30/2018 12:40,Final,113,7,20,37,0.351,109,4,28,27,0.351,15,day,3,3,Regular Season
530232,2018,5/30/2018 15:35,Final,117,3,35,22,0.614,147,5,35,18,0.614,3313,night,3,3,Regular Season
530229,2018,5/30/2018 16:05,Final,112,1,29,23,0.558,134,2,29,26,0.558,31,night,3,3,Regular Season
530243,2018,5/30/2018 16:05,Final,120,2,33,22,0.6,110,0,17,39,0.6,2,night,3,3,Regular Season
530233,2018,5/30/2018 16:10,Final,108,1,30,26,0.536,116,6,25,30,0.536,2394,night,4,3,Regular Season
530236,2018,5/30/2018 16:35,Final,121,4,27,26,0.509,144,1,32,23,0.509,4705,night,4,4,Regular Season
530235,2018,5/30/2018 17:15,Final,142,8,22,29,0.431,118,11,20,36,0.431,7,night,3,3,Regular Season
530238,2018,5/30/2018 17:40,Final,137,7,26,30,0.464,115,4,30,26,0.464,19,night,3,3,Regular Season
530240,2018,5/30/2018 19:05,Final,139,6,28,26,0.519,133,0,28,28,0.519,10,night,4,3,Regular Season
530234,2018,5/30/2018 19:10,Final,146,2,20,35,0.364,135,3,24,33,0.364,2680,night,4,3,Regular Season
530237,2018,5/30/2018 19:10,Final,143,2,30,23,0.566,119,8,26,29,0.566,22,night,4,3,Regular Season
530241,2018,5/30/2018 19:10,Final,140,7,24,34,0.414,136,6,33,22,0.414,680,night,4,3,Regular Season
530247,2018,5/31/2018 10:10,Final,108,2,30,27,0.526,116,6,26,30,0.526,2394,day,4,4,Regular Season
530252,2018,5/31/2018 12:35,Final,139,3,28,27,0.509,133,7,29,28,0.509,10,day,4,4,Regular Season
530245,2018,5/31/2018 16:10,Final,112,5,30,23,0.566,121,1,27,27,0.566,3289,night,4,1,Regular Season
530251,2018,5/31/2018 16:15,Final,134,8,29,27,0.518,138,10,30,24,0.518,2889,night,4,1,Regular Season
530250,2018,5/31/2018 16:35,Final,143,2,31,23,0.574,119,1,26,30,0.574,22,day,4,4,Regular Season
530254,2018,5/31/2018 16:35,Final,120,2,33,23,0.589,144,4,33,23,0.589,4705,night,4,1,Regular Season
530244,2018,5/31/2018 17:10,Final,111,2,39,18,0.684,117,4,36,22,0.684,2392,night,4,1,Regular Season
530246,2018,5/31/2018 17:10,Final,114,9,30,25,0.545,142,8,22,30,0.545,3312,night,4,1,Regular Season
530248,2018,5/31/2018 18:10,Final,146,3,20,36,0.357,135,8,25,33,0.357,2680,night,4,4,Regular Season
530253,2018,5/31/2018 19:10,Final,140,1,24,35,0.407,136,6,34,22,0.407,680,night,4,4,Regular Season
530262,2018,6/1/2018 16:05,Final,147,4,36,18,0.667,110,1,17,40,0.667,2,night,2,1,Regular Season
530256,2018,6/1/2018 16:10,Final,112,7,31,23,0.574,121,4,27,28,0.574,3289,night,4,2,Regular Season
530268,2018,6/1/2018 16:10,Final,141,2,25,32,0.439,116,5,27,30,0.439,2394,night,3,1,Regular Season
530269,2018,6/1/2018 16:35,Final,120,0,33,24,0.579,144,4,34,23,0.579,4705,night,4,2,Regular Season
530255,2018,6/1/2018 17:10,Final,111,3,39,19,0.672,117,7,37,22,0.672,2392,night,4,2,Regular Season
530258,2018,6/1/2018 17:10,Final,114,4,30,26,0.536,142,7,23,30,0.536,3312,night,4,2,Regular Season
530261,2018,6/1/2018 17:10,Final,158,3,36,22,0.621,145,8,17,37,0.621,4,night,3,1,Regular Season
530263,2018,6/1/2018 17:15,Final,133,16,30,28,0.517,118,0,20,37,0.517,7,night,3,1,Regular Season
530265,2018,6/1/2018 17:15,Final,134,4,30,27,0.526,138,0,30,25,0.526,2889,night,4,2,Regular Season
530259,2018,6/1/2018 17:40,Final,119,11,27,30,0.474,115,8,30,27,0.474,19,night,3,1,Regular Season
530260,2018,6/1/2018 18:40,Final,146,1,20,37,0.351,109,9,29,27,0.351,15,night,3,1,Regular Season
530267,2018,6/1/2018 19:07,Final,140,0,24,36,0.4,108,6,31,27,0.4,1,night,3,1,Regular Season
530257,2018,6/1/2018 19:10,Final,113,7,21,37,0.362,135,2,25,34,0.362,2680,night,3,1,Regular Season
530266,2018,6/1/2018 19:10,Final,139,3,28,28,0.5,136,4,35,22,0.5,680,night,3,1,Regular Season
530264,2018,6/1/2018 19:15,Final,143,0,31,24,0.564,137,4,27,30,0.564,2395,night,3,1,Regular Season
530276,2018,6/2/2018 11:10,Final,158,5,37,22,0.627,145,0,17,38,0.627,4,day,3,2,Regular Season
530278,2018,6/2/2018 11:15,Final,133,4,30,29,0.508,118,5,21,37,0.508,7,day,3,2,Regular Season
530280,2018,6/2/2018 11:15,Final,134,2,30,28,0.517,138,3,31,25,0.517,2889,day,4,3,Regular Season
530277,2018,6/2/2018 13:05,Final,147,8,37,18,0.673,110,5,17,41,0.673,2,day,2,2,Regular Season
530273,2018,6/2/2018 13:10,Final,114,1,30,27,0.526,142,7,24,30,0.526,3312,day,4,3,Regular Season
