GameID,GameDate,AwayTeamID,HomeTeamID,VenueID
565612,2019-04-23T00:10:00Z,142,117,2392
565423,2019-04-23T00:40:00Z,120,115,19
564745,2019-04-23T02:07:00Z,147,108,1
566099,2019-04-23T02:07:00Z,140,133,10
565033,2019-04-23T17:10:00Z,116,111,3
565034,2019-04-23T23:10:00Z,116,111,3
565325,2019-04-23T22:10:00Z,146,114,5
565231,2019-04-23T22:40:00Z,144,113,2602
566190,2019-04-23T23:05:00Z,109,134,31
564941,2019-04-23T23:05:00Z,145,110,2
566874,2019-04-23T23:07:00Z,137,141,14
566678,2019-04-23T23:10:00Z,118,139,12
565996,2019-04-23T23:10:00Z,143,121,3289
566578,2019-04-23T23:45:00Z,158,138,2889
565133,2019-04-24T00:05:00Z,119,112,17
565613,2019-04-24T00:10:00Z,142,117,2392
565424,2019-04-24T00:40:00Z,120,115,19
564746,2019-04-24T02:07:00Z,147,108,1
566100,2019-04-24T02:07:00Z,140,133,10
566288,2019-04-24T02:10:00Z,136,135,2680
566679,2019-04-24T17:10:00Z,118,139,12
565326,2019-04-24T17:10:00Z,146,114,5
566579,2019-04-24T17:15:00Z,158,138,2889
565425,2019-04-24T19:10:00Z,120,115,19
566101,2019-04-24T19:37:00Z,140,133,10
566289,2019-04-24T19:40:00Z,136,135,2680
566875,2019-04-24T20:07:00Z,137,141,14
565232,2019-04-24T22:40:00Z,144,113,2602
566191,2019-04-24T23:05:00Z,109,134,31
564942,2019-04-24T23:05:00Z,145,110,2
565035,2019-04-24T23:10:00Z,116,111,3
565997,2019-04-24T23:10:00Z,143,121,3289
565134,2019-04-25T00:05:00Z,119,112,17
565614,2019-04-25T00:10:00Z,142,117,2392
564747,2019-04-25T02:07:00Z,147,108,1
566192,2019-04-25T16:35:00Z,109,134,31
565135,2019-04-25T18:20:00Z,119,112,17
565233,2019-04-25T22:40:00Z,144,113,2602
567071,2019-04-25T23:05:00Z,146,143,2681
565036,2019-04-25T23:10:00Z,116,111,3
565615,2019-04-26T00:10:00Z,114,117,2392
564748,2019-04-26T01:07:00Z,147,108,1
566384,2019-04-26T02:10:00Z,140,136,680
565906,2019-04-26T23:05:00Z,135,120,3309
567072,2019-04-26T23:05:00Z,146,143,2681
566876,2019-04-26T23:07:00Z,133,141,14
565037,2019-04-26T23:10:00Z,139,111,3
565998,2019-04-26T23:10:00Z,158,121,3289
567170,2019-04-26T23:20:00Z,115,144,4705
